Kingdom,KingdomC,Phylum,PhylumC,Class,ClassC,Order,OrderC,Family,FamilyC,Genus,GenusC,Species,ScientificName,CommonNameC,IsEndemic
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Paragnetina,,planidorsa,Paragnetina planidorsa,平背純石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Paragnetina,,planidora,Paragnetina planidora,平背純石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Nepoerla,,uniformis,Nepoerla uniformis,單色新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Nepoerla,,taiwanica,Nepoerla taiwanica,臺灣新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Nepoerla,,taihorinensis,Nepoerla taihorinensis,大甫林新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Nepoerla,,signatalis,Nepoerla signatalis,暗斑新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Nepoerla,,sauteri,Nepoerla sauteri,邵氏新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,uniformis,Neoperla uniformis,單色新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,taiwanica,Neoperla taiwanica,臺灣新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,taihorinensis,Neoperla taihorinensis,大甫林新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,signatalis,Neoperla signatalis,暗斑新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,sauteri,Neoperla sauteri,邵式新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,klapleki,Neoperla klapleki,克氏新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,klapaleki,Neoperla klapaleki,克氏新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,formosana,Neoperla formosana,蓬萊新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Neoperla,,costalis,Neoperla costalis,綠脈新石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Mesoperla,,crucigera,Mesoperla crucigera,叉形中石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Kiotina,,collaris,Kiotina collaris,黃綠石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Kamimuria,,lepida,Kamimuria lepida,可愛節石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Kamimuria,,formosana,Kamimuria formosana,蓬萊節石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Gibosia,,lucida,Gibosia lucida,淡色石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Perlidae,石蠅科,Agnetina,,aequalis,Agnetina aequalis,長刺石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Peltoperlidae,扁石蠅科,Peltoperla,,formosana,Peltoperla formosana,蓬萊扁石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Peltoperlidae,扁石蠅科,Cryptoperla,,formosana,Cryptoperla formosana,蓬萊端刺石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Peltoperlidae,扁石蠅科,Cryptoeperla,,uchidai,Cryptoeperla uchidai,內田氏端刺石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Peltoperlidae,扁石蠅科,Cryptoeperla,,klapaleki,Cryptoeperla klapaleki,克氏端刺石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Peltoperlidae,扁石蠅科,Cryptoeperla,,formosana,Cryptoeperla formosana,蓬萊端刺石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Spheroneomura,,plutois,Spheroneomura plutois,蛇眼球尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Spheroneomura,,formosana,Spheroneomura formosana,蓬萊球尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Spheroneomura,,elephas,Spheroneomura elephas,象形球尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Nemura,,formosana,Nemura formosana,蓬萊短尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Nemura,,brevilobata,Nemura brevilobata,小葉短尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Nemoura,,plutonis,Nemoura plutonis,蛇眼石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Nemoura,,elephas,Nemoura elephas,象形短尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Nemoura,,brevilobata,Nemoura brevilobata,小葉短尾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Illiesonemura,,bispinosa,Illiesonemura bispinosa,雙刺依利列斯石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Illiesonemoura,,bispinosa,Illiesonemoura bispinosa,雙刺依利列斯石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Amphinemura,,flavinotus,Amphinemura flavinotus,白胸頸鰓石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Nemouridae,短尾石蠅科,Amphinemura,,flavicollis,Amphinemura flavicollis,黃頸鰓石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Leuctridae,卷石蠅科,Rhopoalopsole,,subnigra,Rhopoalopsole subnigra,褐諾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Leuctridae,卷石蠅科,Rhopoalopsole,,dentata,Rhopoalopsole dentata,銳刺諾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Plecoptera,襀翅目,Leuctridae,卷石蠅科,Rhopalopsole,,dentata,Rhopalopsole dentata,銳刺諾石蠅,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phthiraptera,毛蝨目,Hoplopleuridae,甲脅蝨科,Ancistroplax,,taiwanensis,Ancistroplax taiwanensis,臺灣鉤板蝨,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Phasmotaenia,,lanyuhensis,Phasmotaenia lanyuhensis,蘭嶼筒胸竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Megacrania,,tsudai,Megacrania tsudai,津田氏大頭竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Entoria,,taihokuensis,Entoria taihokuensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Entoria,,longiopercula,Entoria longiopercula,長蓋長肛竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Entoria,,koshunensis,Entoria koshunensis,恆春長肛竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Entoria,,kiirunensis,Entoria kiirunensis,基隆長肛竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Phasmatidae,竹節蟲科,Entoria,,banshoryoensis,Entoria banshoryoensis,旗山長肛竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Phasmida,竹節蟲目,Heteronemiidae,異竹節蟲科,Trachythorax,,sexpunctata,Trachythorax sexpunctata,六點瘤胸竹節蟲,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Orthoptera,直翅目,Tettigoniidae,螽蟴科,Phyllophorina,,kotoshoensis,Phyllophorina kotoshoensis,蘭嶼大葉螽蟴,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Orthoptera,直翅目,Acrididae,蝗科,Phlaeoba,,nantouensis,Phlaeoba nantouensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Platycnemididae,琵蟌科,Coeliccia,,flavicauda,Coeliccia flavicauda flavicauda,黃尾琵蟌,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Libellulidae,蜻蜓科,Urothemis,,signata,Urothemis signata yiei,褐基蜻蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Libellulidae,蜻蜓科,Sympetrum,,speciosum,Sympetrum speciosum taiwanum,黃基蜻蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Stylurus,,takashii,Stylurus takashii,南山春蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Stylogomphus,,shirozui,Stylogomphus shirozui shirozui,錘角春蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Stylogomphus,,changi,Stylogomphus changi,球角春蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Sinogomphus,,formosanus,Sinogomphus formosanus,鉸剪春蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Leptogomphus,,sauteri,Leptogomphus sauteri sauteri,紹德春蜓恆春亞種,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Gomphidae,春蜓科,Leptogomphus,,sauteri,Leptogomphus sauteri formosanus,紹德春蜓原名亞種,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Euphaeidae,幽蟌科,Euphaea,,formosa,Euphaea formosa,短腹幽蟌,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Euphaeidae,幽蟌科,Bayadera,,brevicauda,Bayadera brevicauda,短尾幽蟌,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Corduliidae,弓蜓科,Somatochlora,,taiwana,Somatochlora taiwana,臺灣弓蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Corduliidae,弓蜓科,Macromia,,chui,Macromia chui,耀沂弓蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Cordulegastridae,勾蜓科,Chlorogomphus,,brevistigma,Chlorogomphus brevistigma,短痣勾蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Chlorocyphidae,鼓蟌科,Aristocypha,,baibarana,Aristocypha baibarana,簾格鼓蟌,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Calopterygidae,珈蟌科,Psolodesmus,,mandarinus,Psolodesmus mandarinus dorothea,中華珈蟌南台亞種,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Calopterygidae,珈蟌科,Matrona,,cyanoptera,Matrona cyanoptera,白痣珈蟌,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Planaeschna,,taiwana,Planaeschna taiwana,陽明晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Planaeschna,,risi,Planaeschna risi risi,李斯晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Planaeschna,,ishigakiana,Planaeschna ishigakiana flavostria,石垣晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Oligoaeschna,,tsaopiensis,Oligoaeschna tsaopiensis,草埤晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Oligoaeschna,,pyanan,Oligoaeschna pyanan,源亞晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Odonata,蜻蛉目,Aeshnidae,晏蜓科,Oligoaeschna,,lieni,Oligoaeschna lieni,南澳晏蜓,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Sialidae,泥蛉科,Sialis,,formosana,Sialis formosana,臺灣泥蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Raphididae,蛇蛉科,Mongoloraphidia,,caelebs,Mongoloraphidia caelebs,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Raphididae,蛇蛉科,Mongoloraphidia (Kirgisoraphidia),,taiwanica,Mongoloraphidia (Kirgisoraphidia) taiwanica,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Raphididae,蛇蛉科,Mongoloraphidia (Formosoraphidia),,formosana,Mongoloraphidia (Formosoraphidia) formosana,臺灣蛇蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Paraglenurus,,riparius,Paraglenurus riparius,巨彎爪蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Paraglenurus,,lotzi,Paraglenurus lotzi,姬彎爪蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Paraglenurus,,littoralis,Paraglenurus littoralis,彎爪蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,wangi,Myrmeleon wangi,王氏蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,taiwanensis,Myrmeleon taiwanensis,臺灣蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,persimilis,Myrmeleon persimilis,臀腋蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,littoralis,Myrmeleon littoralis,胸紋蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,heppneri,Myrmeleon heppneri,海氏蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Myrmeleon,,alticola,Myrmeleon alticola,褐跗蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Gatzara,,petrophila,Gatzara petrophila,麗紋蟻蛉屬,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Distoleon,,littoralis,Distoleon littoralis,粗腿蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Myrmeleontidae,蟻蛉科,Dendroleon,,esbenpeterseni,Dendroleon esbenpeterseni,少紋蟻蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Inocelliidae,盲蛇蛉科,Inocellia,,taiwana,Inocellia taiwana,臺灣盲蛇蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Corydalidae,魚蛉科,Chauliodes,,nebulosus,Chauliodes nebulosus,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Neuroptera,脈翅目,Corydalidae,魚蛉科,Chauliodes,,kawarayamanus,Chauliodes kawarayamanus,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,yiei,Panorpa yiei,易氏蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,tecta,Panorpa tecta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,taiwanensis,Panorpa taiwanensis,臺灣蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,taiheisanensis,Panorpa taiheisanensis,太平山蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,sonai,Panorpa sonai,楚南蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,shibatai,Panorpa shibatai,柴田蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,rantaisanensis,Panorpa rantaisanensis,郡大山蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,peterseana,Panorpa peterseana,彼得蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,pectinata,Panorpa pectinata,梳狀蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,pallidmanculata,Panorpa pallidmanculata,淡紋蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,ophthalmica,Panorpa ophthalmica,細紋蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,ochraceocauda,Panorpa ochraceocauda,淡黃蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,nudiramus,Panorpa nudiramus,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,nokoensis,Panorpa nokoensis,能高蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,longititilana,Panorpa longititilana,長突蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,longiramina,Panorpa longiramina,長側蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,lintienshana,Panorpa lintienshana,林田山蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,lachlani,Panorpa lachlani,拉式蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,issikii,Panorpa issikii,一色蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,horiensis,Panorpa horiensis,埔里蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,hamata,Panorpa hamata,鉤蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,falsa,Panorpa falsa,偽蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,esakii,Panorpa esakii,江崎蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,deceptor,Panorpa deceptor,斑蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,concolor,Panorpa concolor,單色蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,bunun,Panorpa bunun,布農蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,brevititilana,Panorpa brevititilana,短突蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,bistriata,Panorpa bistriata,雙紋蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,apiconebulosa,Panorpa apiconebulosa,端黑蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,angustistriata,Panorpa angustistriata,窄紋蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Panorpa,,akasakai,Panorpa akasakai,赤坂蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,similis,Neopanorpa similis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,sauteri,Neopanorpa sauteri,紹德新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,ophthalmica,Neopanorpa ophthalmica,細紋新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,makii,Neopanorpa makii,牧氏新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,magna,Neopanorpa magna,大新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,k-maculata,Neopanorpa k-maculata,K紋新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,gradana,Neopanorpa gradana,小新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,formosensis,Neopanorpa formosensis,蓬萊新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,formosana,Neopanorpa formosana,臺灣新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,dispar,Neopanorpa dispar,翅端新蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neopanorpa,,babai,Neopanorpa babai,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Panorpidae,蠍蛉科,Neoanorpa,,youngi,Neoanorpa youngi,,1
