Kingdom,KingdomC,Phylum,PhylumC,Class,ClassC,Order,OrderC,Family,FamilyC,Genus,GenusC,Species,ScientificName,CommonNameC,IsEndemic
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Bittacidae,蚊蠍蛉科,Bittacus,,striatus,Bittacus striatus,條紋蚊蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Bittacidae,蚊蠍蛉科,Bittacus,,sonani,Bittacus sonani,楚南蚊蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Bittacidae,蚊蠍蛉科,Bittacus,,maculatus,Bittacus maculatus,斑紋蚊蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Bittacidae,蚊蠍蛉科,Bittacus,,formosanus,Bittacus formosanus,蓬萊蚊蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Mecoptera,長翅目,Bittacidae,蚊蠍蛉科,Bittacus,,chujoi,Bittacus chujoi,中條蚊蠍蛉,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Soritia,,strandi,Soritia strandi,史氏狹翅螢斑蛾;黃點黑斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Soritia,,choui,Soritia choui,周氏狹翅螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Soritia,,azurea,Soritia azurea,天藍狹翅螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Rhodopsona,,rutila,Rhodopsona rutila,寬緣杜鵑斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Rhodopsona,,marginata,Rhodopsona marginata,細緣杜鵑斑蛾;黑緣紅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Pollanista,,inconspicua,Pollanista inconspicua,霧斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Morionia,,sciara,Morionia sciara,白紋黑斑蛾;小白紋黑斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Milleria,,adalifa,Milleria adalifa fuhoshonis,茅埔庄螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Inouela,,formosensis,Inouela formosensis,蓬萊井上氏斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,yeni,Illiberis yeni,顏氏透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,taiwana,Illiberis taiwana,臺灣透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,silvestris,Illiberis silvestris,斯氏透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,phacusana,Illiberis phacusana,銅腹透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,horni,Illiberis horni,荷氏透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,formosensis,Illiberis formosensis,蓬萊透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Illiberis,,arisana,Illiberis arisana,阿里山透翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Hysteroscene,,extravagans,Hysteroscene extravagans,環紋碩斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Histia,,flabellicornis,Histia flabellicornis ultima,重陽木螢斑蛾;鳳斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Gynautocera,,rubriscutellata,Gynautocera rubriscutellata,紅腹長翅螢斑蛾;無尾鳳斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Formozygaena,,shibatai,Formozygaena shibatai,柴谷氏蓬萊斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Eterusia,,taiwana,Eterusia taiwana,臺灣茶斑蛾;琉璃綠三星斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Eterusia,,aedea,Eterusia aedea formosana,蓬萊茶斑蛾;茶斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Erasmiphlebohecta,,picturata,Erasmiphlebohecta picturata,狹翅山龍眼螢斑蛾;單星螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Erasmia,,pulchella,Erasmia pulchella hobsoni,山龍眼螢斑蛾;雙星螢班蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Clelea,,formosana,Clelea formosana,蓬萊藍紋斑蛾;藍紋小斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Chalcosia,,thaivana,Chalcosia thaivana thaivana,臺灣螢斑蛾;白帶白斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Chalcosia,,thaivana,Chalcosia thaivana owadai,蘭嶼螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Chalcosia,,formosana,Chalcosia formosana contradicta,蓬萊螢斑蛾;白帶烏斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Chalcosia,,diana,Chalcosia diana,光輝螢斑蛾;綠脈白斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Campylotes,,maculosa,Campylotes maculosa,臺灣旭錦斑蛾;胭脂紅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Balataea,,taiwana,Balataea taiwana,臺灣細竹斑蛾;狹翅透斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Artona,,martini,Artona martini,馬汀氏竹斑蛾;竹斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Arbudas,,submacula,Arbudas submacula,黃紋紅頸斑蛾;灰斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Amesia,,sanguiflua,Amesia sanguiflua viriditincta,釉彩螢斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Agalope,,wangi,Agalope wangi,王氏薄翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Agalope,,trimacula,Agalope trimacula,三斑薄翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Agalope,,pica,Agalope pica,花蓮薄翅斑蛾;白斑薄翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Agalope,,formosana,Agalope formosana,蓬萊薄翅斑蛾;黑帶薄翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Zygaenidae,斑蛾科,Achelura,,sanguifasciata,Achelura sanguifasciata,紅帶鉗尾斑蛾;紅帶薄翅斑蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Thecobathra,小白巢蛾屬,partinuda,Thecobathra partinuda,裸瓣小白巢蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Thecobathra,小白巢蛾屬,lambda,Thecobathra lambda,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Thecobathra,小白巢蛾屬,kappa,Thecobathra kappa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Thecobathra,小白巢蛾屬,basilobata,Thecobathra basilobata,毛瓣小白巢蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Teinoptila,,guttella,Teinoptila guttella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Sympetalistis,,petrographa,Sympetalistis petrographa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Lycophantis,,elongata,Lycophantis elongata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Kessleria,凱鱘屬,insulella,Kessleria insulella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Argyresthia,,taiwanensis,Argyresthia taiwanensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Yponomeutidae,巢蛾科,Argyresthia,,ornatipennella,Argyresthia ornatipennella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Xyloryctidae,木蛾科,Cynicorates,,tachytoma,Cynicorates tachytoma,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Uraniidae,燕蛾科,Epiplema,,strigulicosta,Epiplema strigulicosta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Uraniidae,燕蛾科,Dyseathria,,obscuraria,Dyseathria obscuraria,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Uraniidae,燕蛾科,Dysaethria,,suisharyonis,Dysaethria suisharyonis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineodidae,四翼蛾科,Cenoloba,,argochalca,Cenoloba argochalca,海欖四翼蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,nigrofasciata,Tinea nigrofasciata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,metathyris,Tinea metathyris,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,limenitis,Tinea limenitis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,fictrix,Tinea fictrix,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,defluescens,Tinea defluescens,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,croniopa,Tinea croniopa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Tinea,,argyrocentra,Tinea argyrocentra,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Sapheneutis,,cineracea,Sapheneutis cineracea,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Pachypsaltis,,isolens,Pachypsaltis isolens,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Opogona,,phaeadelpha,Opogona phaeadelpha,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Opogona,,loxophanta,Opogona loxophanta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Opogona,,leucodeta,Opogona leucodeta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Opogona,,bicolorella,Opogona bicolorella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Mothogenes,,citrocrana,Mothogenes citrocrana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Machaeropteris,,petalacma,Machaeropteris petalacma,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Tineidae,蕈蛾科,Euplocamus,,tanylopha,Euplocamus tanylopha,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Thyrididae,網蛾科,Thyris,,alex,Thyris alex,白點小窗蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Thyrididae,網蛾科,Hypolamprus,,reticulatus,Hypolamprus reticulatus,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Thyrididae,網蛾科,Hypolamprus,,kamadenalis,Hypolamprus kamadenalis,褐窗蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Thyrididae,網蛾科,Hypolamprus,,emblicalis,Hypolamprus emblicalis,寬紋窗蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Thyrididae,網蛾科,Herimba,,atkinsoni,Herimba atkinsoni disconjuncta,白線斑網蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Sphinx,,formosana,Sphinx formosana,臺灣天蛾;松天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Rhagastis,,castor,Rhagastis castor formosana,臺灣白肩天蛾;鋸線白肩天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Rhagastis,,binoculata,Rhagastis binoculata,雙斑白肩天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Pentateucha,,inouei,Pentateucha inouei,井上氏絨毛天蛾;絨毛天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Macroglossum,,ungues,Macroglossum ungues cheni,陳氏長喙天蛾;蘭嶼長喙天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Dahira,,taiwana,Dahira taiwana,臺灣斜帶天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Clanis,,bilineata,Clanis bilineata formosana,豆天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Ampelophaga,,rubiginosa,Ampelophaga rubiginosa myosotis,臺灣葡萄天蛾;葡萄天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Ambulyx,,sericeipennis,Ambulyx sericeipennis okurai,臺灣鷹翅天蛾;亞洲鷹翅天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Ambulyx,,japonica,Ambulyx japonica angustifasciata,日本鷹翅天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sphingidae,天蛾科,Amblypterus,,mansoni,Amblypterus mansoni takamukui,芒果天蛾;福木天蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Trichocerota,,formosana,Trichocerota formosana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Toleria,,ilana,Toleria ilana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Teinotarsina,,flavicincta,Teinotarsina flavicincta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Teinoarsina,,longitarsa,Teinoarsina longitarsa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Taikona,,matsumurai,Taikona matsumurai,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Synanthedon,,mushana,Synanthedon mushana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Synanthedon,,auritincta,Synanthedon auritincta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Scasiba,,taikanensis,Scasiba taikanensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Pennisetia,,unicingulata,Pennisetia unicingulata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Pennisetia,,kumaoides,Pennisetia kumaoides,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Parenthrenella,,formosicola,Parenthrenella formosicola,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Paranthrenopsis,,polishana,Paranthrenopsis polishana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Paradoxecia,,taiwana,Paradoxecia taiwana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Paradoxecia,,similis,Paradoxecia similis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Oligophlebiella,,polishana,Oligophlebiella polishana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,powondrae,Nokona powondrae,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,pilamicola,Nokona pilamicola,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,inexpenctata,Nokona inexpenctata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,formosana,Nokona formosana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,chrysoides,Nokona chrysoides,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Nokona,,acaudata,Nokona acaudata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Milisipepsis,,taiwanensis,Milisipepsis taiwanensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Melittia,,taiwanensis,Melittia taiwanensis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Melittia,,cristata,Melittia cristata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Macroscelesia,,formosana,Macroscelesia formosana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Isothamnis,,prisciformis,Isothamnis prisciformis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Gasterostena,,funebris,Gasterostena funebris,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Entrichella,,trifasciatus,Entrichella trifasciatus,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Entrichella,,issikii,Entrichella issikii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Cyanosesia,,formosana,Cyanosesia formosana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Cyanophlebia,,mandarina,Cyanophlebia mandarina,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Chimaerosphecia,,aegerides,Chimaerosphecia aegerides,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Sesiidae,透翅蛾科,Chamanthedon,,shuisharyonis,Chamanthedon shuisharyonis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Saturniidae,天蠶蛾科,Rhodinia,,verecunda,Rhodinia verecunda,銀目天蠶蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Saturniidae,天蠶蛾科,Loepa,黃豹天蠶蛾屬,mirandula,Loepa mirandula,大黃豹天蠶蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Saturniidae,天蠶蛾科,Loepa,黃豹天蠶蛾屬,formosensis,Loepa formosensis,黃豹天蠶蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Saturniidae,天蠶蛾科,Antheraea,目天蠶蛾屬,formosana,Antheraea formosana,紅目天蠶蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Saturniidae,天蠶蛾科,Actias,長尾水青蛾屬,neidhoederi,Actias neidhoederi,姬長尾水青蛾;木生長尾水青蛾,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Roeslerstammidae,羅氏蛾科,Telethera,,formosa,Telethera formosa,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Roeslerstammidae,羅氏蛾科,Agriothera,,issikii,Agriothera issikii,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Volobilis,,ochridorsalis,Volobilis ochridorsalis,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Volobilis,,biplaga,Volobilis biplaga taiwanella,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Tirathaba,,aperta,Tirathaba aperta,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Teliphasa,,obliquilineata,Teliphasa obliquilineata,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Teliphasa,,baibarana,Teliphasa baibarana,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Tegulifera,,erythrolepia,Tegulifera erythrolepia,,1
Animalia,動物界,Arthropoda,節肢動物門,Insecta,昆蟲綱,Lepidoptera,鱗翅目,Pyralidae,螟蛾科,Tamraca,,torridalis,Tamraca torridalis taiwana,,1
